x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-987.13000E-03,+1.04302772E+00,+3.49167094E+00,-107.53764E-03,+3.31254992E+00
-987.09000E-03,+1.99780160E+00,+3.49167094E+00,-157.78890E-03,+3.23717304E+00
-987.05000E-03,+3.07820362E+00,+3.36604279E+00,-233.16579E-03,+3.23717304E+00
-987.01000E-03,+3.00282674E+00,+3.41629405E+00,-233.16579E-03,+3.23717304E+00
-986.97000E-03,+1.11840461E+00,+3.49167094E+00,-233.16579E-03,+1.10149463E+00
-986.93000E-03,-12.24867E-03,+3.49167094E+00,-233.16579E-03,-179.91242E-03
-986.89000E-03,+1.87217346E+00,+3.49167094E+00,-107.53764E-03,-179.91242E-03
-986.85000E-03,+3.00282674E+00,+3.49167094E+00,-32.16076E-03,-179.91242E-03
-986.81000E-03,+3.00282674E+00,+3.49167094E+00,-32.16076E-03,-179.91242E-03
-986.77000E-03,+3.00282674E+00,+3.49167094E+00,-32.16076E-03,-179.91242E-03
-986.73000E-03,+3.00282674E+00,+3.49167094E+00,-157.78890E-03,-179.91242E-03
-986.69000E-03,+1.11840461E+00,+3.36604279E+00,-107.53764E-03,-179.91242E-03
-986.65000E-03,+1.87217346E+00,+3.41629405E+00,-157.78890E-03,-179.91242E-03
-986.61000E-03,+1.11840461E+00,+3.49167094E+00,-233.16579E-03,-179.91242E-03
-986.57000E-03,+1.87217346E+00,+3.49167094E+00,-233.16579E-03,-179.91242E-03
-986.53000E-03,+1.11840461E+00,+3.49167094E+00,-233.16579E-03,-179.91242E-03
-986.49000E-03,-12.24867E-03,+3.36604279E+00,-233.16579E-03,-305.54056E-03
-986.45000E-03,-12.24867E-03,+3.41629405E+00,-107.53764E-03,-255.28930E-03
-986.41000E-03,+1.87217346E+00,+3.36604279E+00,-157.78890E-03,-179.91242E-03
-986.37000E-03,+992.77647E-03,+3.41629405E+00,+1.90251262E+00,-179.91242E-03
-986.33000E-03,-87.62555E-03,+3.49167094E+00,+3.30954781E+00,-179.91242E-03
-986.29000E-03,+1.87217346E+00,+3.49167094E+00,+3.38492469E+00,-179.91242E-03
-986.25000E-03,+1.11840461E+00,+3.36604279E+00,+3.25929655E+00,-179.91242E-03
-986.21000E-03,+1.87217346E+00,+3.41629405E+00,+3.30954781E+00,-179.91242E-03
-986.17000E-03,+992.77647E-03,+3.49167094E+00,+3.25929655E+00,-305.54056E-03
-986.13000E-03,-87.62555E-03,+3.36604279E+00,+3.30954781E+00,-255.28930E-03
-986.09000E-03,+1.74654532E+00,+3.41629405E+00,+3.38492469E+00,-179.91242E-03
-986.05000E-03,+1.04302772E+00,+3.49167094E+00,+3.25929655E+00,-179.91242E-03
-986.01000E-03,-12.24867E-03,+3.36604279E+00,+3.18391967E+00,-305.54056E-03
-985.97000E-03,+1.74654532E+00,+3.41629405E+00,+3.30954781E+00,-380.91744E-03
-985.93000E-03,+917.39958E-03,+3.36604279E+00,+3.38492469E+00,-255.28930E-03
-985.89000E-03,+1.79679658E+00,+3.29066591E+00,+3.38492469E+00,-179.91242E-03
-985.85000E-03,+3.00282674E+00,+1.28061564E+00,+3.38492469E+00,-305.54056E-03
-985.81000E-03,+992.77647E-03,+74.58548E-03,+3.25929655E+00,-255.28930E-03
-985.77000E-03,+1.67116843E+00,+74.58548E-03,+3.30954781E+00,-179.91242E-03
-985.73000E-03,+917.39958E-03,-51.04266E-03,+3.25929655E+00,-179.91242E-03
-985.69000E-03,+1.79679658E+00,-791.40E-06,+3.30954781E+00,-179.91242E-03
-985.65000E-03,+2.87719859E+00,-51.04266E-03,+3.25929655E+00,-179.91242E-03
-985.61000E-03,+917.39958E-03,-791.40E-06,+3.18391967E+00,-305.54056E-03
-985.57000E-03,+1.67116843E+00,-51.04266E-03,+3.18391967E+00,-255.28930E-03
